,material,shape,coat/functional group,synthesismethod,surface charge,size in medium (nm),zeta in medium (mV),no of cells (cells/well),human/animal,cell source,cell tissue,cell morphology,cell age,time (hr),concentration (ug/ml),test,test indicator,viability (%),DOI,core size (nm),surface area,Hydrodynamic diameter (nm),Zeta potential (mV),Cell type,Molecular weight (g/mol)
4218,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,3.0,,NR,toluylene red,98.22968,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4219,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,3.0,,NR,toluylene red,104.363815,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4220,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,3.0,,NR,toluylene red,101.48339,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4221,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,3.0,,NR,toluylene red,99.29382,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4222,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,6.0,,NR,toluylene red,99.02918,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4223,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,6.0,,NR,toluylene red,98.22968,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4224,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,6.0,,NR,toluylene red,95.34369,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4225,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,6.0,,NR,toluylene red,92.463264,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4226,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,6.0,,NR,toluylene red,82.640854,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4227,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,6.0,,NR,toluylene red,63.115814,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4228,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,24.0,,NR,toluylene red,101.80375,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4229,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,24.0,,NR,toluylene red,101.001465,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4230,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,24.0,,NR,toluylene red,97.424614,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4231,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,24.0,,NR,toluylene red,88.99784,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4232,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,24.0,,NR,toluylene red,54.897972,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4233,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,24.0,,NR,toluylene red,48.549343,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4234,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,48.0,,NR,toluylene red,93.477264,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4235,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,48.0,,NR,toluylene red,91.98412,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4236,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,48.0,,NR,toluylene red,96.73376,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4237,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,48.0,,NR,toluylene red,69.57309,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4238,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,48.0,,NR,toluylene red,43.79971,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4239,ZnO,,,,,,,,H,Human,Skin,Epithelial,A,48.0,,NR,toluylene red,34.67651,10.1016/j.toxlet.2009.01.008,,,165.0,-26.0,A431,79.86581
4240,ZnO,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24.0,,WST­1,tetrazolium salt,124.066376,10.1016/j.tiv.2011.12.006,,,10.0,,RAW 264.7,79.86581
4241,ZnO,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24.0,,WST­1,tetrazolium salt,136.3089,10.1016/j.tiv.2011.12.006,,,11.0,,RAW 264.7,79.86581
4242,ZnO,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24.0,,WST­1,tetrazolium salt,76.85051,10.1016/j.tiv.2011.12.006,,,12.0,,RAW 264.7,79.86581
4243,ZnO,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24.0,,WST­1,tetrazolium salt,31.543184,10.1016/j.tiv.2011.12.006,,,13.0,,RAW 264.7,79.86581
4244,ZnO,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24.0,,WST­1,tetrazolium salt,27.747828,10.1016/j.tiv.2011.12.006,,,14.0,,RAW 264.7,79.86581
4245,ZnO,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24.0,,LDH,LDH activity assay kit,27.093307,10.1016/j.tiv.2011.12.006,,,15.0,,RAW 264.7,79.86581
4246,ZnO,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24.0,,LDH,LDH activity assay kit,52.859447,10.1016/j.tiv.2011.12.006,,,16.0,,RAW 264.7,79.86581
4247,ZnO,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24.0,,LDH,LDH activity assay kit,54.383,10.1016/j.tiv.2011.12.006,,,17.0,,RAW 264.7,79.86581
4248,ZnO,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24.0,,LDH,LDH activity assay kit,54.391384,10.1016/j.tiv.2011.12.006,,,18.0,,RAW 264.7,79.86581
4249,ZnO,,,,,,,,A,Mouse,Blood,Monocyte/Macrophage,A,24.0,,LDH,LDH activity assay kit,52.12703,10.1016/j.tiv.2011.12.006,,,19.0,,RAW 264.7,79.86581
4250,ZnO,,,,,,,,H,Human,Colon,Epithelial,A,24.0,,Live/Dead,Sytox Red,98.0,10.1021/tx400231u,,,112.0,,Caco­2,79.86581
4251,ZnO,,,,,,,,H,Human,Colon,Epithelial,A,24.0,,Live/Dead,Annexin V,100.0,10.1021/tx400231u,,,112.0,,Caco­2,79.86581
4252,ZnO,,,,,,,,H,Human,Colon,Epithelial,A,24.0,,LDH,LDH activity assay kit,81.052635,10.1021/tx400231u,,,112.0,,Caco­2,79.86581
4253,ZnO,,,,,,,,H,Human,Colon,Epithelial,A,24.0,,MTT,tetrazolium salt,69.632324,10.1021/tx400231u,,,112.0,,Caco­2,79.86581
4254,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,4.0,,MTS,tetrazolium salt,80.81022,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4255,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,4.0,,MTS,tetrazolium salt,82.73483,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4256,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,4.0,,MTS,tetrazolium salt,83.904724,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4257,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,4.0,,MTS,tetrazolium salt,75.6413,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4258,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,4.0,,MTS,tetrazolium salt,94.547165,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4259,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,4.0,,MTS,tetrazolium salt,81.75469,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4260,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,4.0,,MTS,tetrazolium salt,82.547226,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4261,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,4.0,,MTS,tetrazolium salt,78.81142,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4262,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,4.0,,MTS,tetrazolium salt,80.345116,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4263,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,24.0,,MTS,tetrazolium salt,90.99897,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4264,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,24.0,,MTS,tetrazolium salt,91.41414,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4265,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,24.0,,MTS,tetrazolium salt,91.074585,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4266,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,24.0,,MTS,tetrazolium salt,87.3395,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4267,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,24.0,,MTS,tetrazolium salt,70.39605,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4268,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,24.0,,MTS,tetrazolium salt,25.90524,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4269,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,24.0,,MTS,tetrazolium salt,4.0560975,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4270,ZnO,,,,,,,,H,Human,Skin,Fibroblast,A,24.0,,MTS,tetrazolium salt,1.8304514,not provided (ro.uow.edu.au/sspapers/3084/),,,60.0,,Fibroblasts,79.86581
4271,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,MTT,tetrazolium salt,96.62921,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4272,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,MTT,tetrazolium salt,97.75281,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4273,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,MTT,tetrazolium salt,101.1236,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4274,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,MTT,tetrazolium salt,98.8764,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4275,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,MTT,tetrazolium salt,92.134834,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4276,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,MTT,tetrazolium salt,75.2809,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4277,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,MTT,tetrazolium salt,64.044945,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4278,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,MTT,tetrazolium salt,35.955055,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4279,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,MTT,tetrazolium salt,32.58427,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4280,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,MTT,tetrazolium salt,93.25843,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4281,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,MTT,tetrazolium salt,98.8764,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4282,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,MTT,tetrazolium salt,96.62921,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4283,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,MTT,tetrazolium salt,97.75281,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4284,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,MTT,tetrazolium salt,71.91011,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4285,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,MTT,tetrazolium salt,60.674156,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4286,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,MTT,tetrazolium salt,43.820225,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4287,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,MTT,tetrazolium salt,28.089888,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4288,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,MTT,tetrazolium salt,22.47191,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4289,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,LDH,LDH activity assay kit,95.7678623,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4290,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,LDH,LDH activity assay kit,97.6080797,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4291,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,LDH,LDH activity assay kit,95.709979,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4292,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,LDH,LDH activity assay kit,90.075973,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4293,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,LDH,LDH activity assay kit,75.09376,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4294,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,LDH,LDH activity assay kit,47.029846,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4295,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,LDH,LDH activity assay kit,43.265,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4296,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,LDH,LDH activity assay kit,30.149535999999998,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4297,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,12.0,,LDH,LDH activity assay kit,11.433819999999997,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4298,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,LDH,LDH activity assay kit,94.7259574,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4299,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,LDH,LDH activity assay kit,94.6970153,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4300,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,LDH,LDH activity assay kit,90.929756,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4301,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,LDH,LDH activity assay kit,68.47332,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4302,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,LDH,LDH activity assay kit,59.098583,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4303,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,LDH,LDH activity assay kit,47.8571,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4304,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,LDH,LDH activity assay kit,31.008139999999997,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4305,ZnO,,,,,,,,H,Human,Heart,Endothelial,A,24.0,,LDH,LDH activity assay kit,10.418450000000007,10.1007/s10565-011-9191-9,,,639.0,,HCMEC,79.86581
4307,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,100.03914,0.1088/1742-6596/304/1/012044,,,24.0,43.8,A549,79.86581
4308,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,90.41096,0.1088/1742-6596/304/1/012044,,,24.0,43.8,A549,79.86581
4309,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,34.285713,0.1088/1742-6596/304/1/012044,,,24.0,43.8,A549,79.86581
4310,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,24.4227,0.1088/1742-6596/304/1/012044,,,24.0,43.8,A549,79.86581
4311,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,7.2798433,0.1088/1742-6596/304/1/012044,,,24.0,43.8,A549,79.86581
4312,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,7.514677,0.1088/1742-6596/304/1/012044,,,24.0,43.8,A549,79.86581
4313,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,11.741683,0.1088/1742-6596/304/1/012044,,,24.0,43.8,A549,79.86581
4314,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,91.11546,0.1088/1742-6596/304/1/012044,,,24.0,-44.6,A549,79.86581
4315,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,89.70646,0.1088/1742-6596/304/1/012044,,,24.0,-44.6,A549,79.86581
4316,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,56.125244,0.1088/1742-6596/304/1/012044,,,24.0,-44.6,A549,79.86581
4317,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,7.749511,0.1088/1742-6596/304/1/012044,,,24.0,-44.6,A549,79.86581
4318,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,8.688846,0.1088/1742-6596/304/1/012044,,,24.0,-44.6,A549,79.86581
4319,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,11.976517,0.1088/1742-6596/304/1/012044,,,24.0,-44.6,A549,79.86581
4320,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,22.544031,0.1088/1742-6596/304/1/012044,,,24.0,-44.6,A549,79.86581
4321,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,100.97847,0.1088/1742-6596/304/1/012044,,,67.0,44.1,A549,79.86581
4322,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,101.682976,0.1088/1742-6596/304/1/012044,,,67.0,44.1,A549,79.86581
4323,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,66.457924,0.1088/1742-6596/304/1/012044,,,67.0,44.1,A549,79.86581
4324,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,55.18591,0.1088/1742-6596/304/1/012044,,,67.0,44.1,A549,79.86581
4325,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,25.127201,0.1088/1742-6596/304/1/012044,,,67.0,44.1,A549,79.86581
4326,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,10.097847,0.1088/1742-6596/304/1/012044,,,67.0,44.1,A549,79.86581
4327,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,9.393347,0.1088/1742-6596/304/1/012044,,,67.0,44.1,A549,79.86581
4328,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,97.6908,0.1088/1742-6596/304/1/012044,,,67.0,45.2,A549,79.86581
4329,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,99.804306,0.1088/1742-6596/304/1/012044,,,67.0,45.2,A549,79.86581
4330,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,62.46575,0.1088/1742-6596/304/1/012044,,,67.0,45.2,A549,79.86581
4331,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,10.097847,0.1088/1742-6596/304/1/012044,,,67.0,45.2,A549,79.86581
4332,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,9.158513,0.1088/1742-6596/304/1/012044,,,67.0,45.2,A549,79.86581
4333,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,14.559687,0.1088/1742-6596/304/1/012044,,,67.0,45.2,A549,79.86581
4334,ZnO,,,,,,,,H,Human,Lung,Epithelial,A,48.0,,WST­1,tetrazolium salt,27.240704,0.1088/1742-6596/304/1/012044,,,67.0,45.2,A549,79.86581
4335,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,79.84496,10.1007/s11671-009-9413-8,,,8.0,,CD3+ T cells,79.86581
4336,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,72.48062,10.1007/s11671-009-9413-8,,,8.0,,CD3+ T cells,79.86581
4337,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,64.72868,10.1007/s11671-009-9413-8,,,8.0,,CD3+ T cells,79.86581
4338,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,43.79845,10.1007/s11671-009-9413-8,,,8.0,,CD3+ T cells,79.86581
4339,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,14.7286825,10.1007/s11671-009-9413-8,,,8.0,,CD3+ T cells,79.86581
4340,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,69.379845,10.1007/s11671-009-9413-8,,,8.0,,CD4+T cells,79.86581
4341,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,68.21706,10.1007/s11671-009-9413-8,,,8.0,,CD4+T cells,79.86581
4342,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,64.34109,10.1007/s11671-009-9413-8,,,8.0,,CD4+T cells,79.86581
4343,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,47.67442,10.1007/s11671-009-9413-8,,,8.0,,CD4+T cells,79.86581
4344,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,24.806202,10.1007/s11671-009-9413-8,,,8.0,,CD4+T cells,79.86581
4345,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,89.147285,10.1007/s11671-009-9413-8,,,8.0,,B cells,79.86581
4346,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,81.00775,10.1007/s11671-009-9413-8,,,8.0,,B cells,79.86581
4347,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,67.05426,10.1007/s11671-009-9413-8,,,8.0,,B cells,79.86581
4348,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,43.410854,10.1007/s11671-009-9413-8,,,8.0,,B cells,79.86581
4349,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,21.31783,10.1007/s11671-009-9413-8,,,8.0,,B cells,79.86581
4350,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,62.7907,10.1007/s11671-009-9413-8,,,8.0,,NK cells,79.86581
4351,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,44.573643,10.1007/s11671-009-9413-8,,,8.0,,NK cells,79.86581
4352,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,26.744186,10.1007/s11671-009-9413-8,,,8.0,,NK cells,79.86581
4353,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,13.565891,10.1007/s11671-009-9413-8,,,8.0,,NK cells,79.86581
4354,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,3.1007752,10.1007/s11671-009-9413-8,,,8.0,,NK cells,79.86581
4355,ZnO,,,,,,,,H,Human,Blood,Monocyte,A,24.0,,Live/Dead,propidium iodide,25.193798,10.1007/s11671-009-9413-8,,,8.0,,Monocytes,79.86581
4356,ZnO,,,,,,,,H,Human,Blood,Monocyte,A,24.0,,Live/Dead,propidium iodide,6.976744,10.1007/s11671-009-9413-8,,,8.0,,Monocytes,79.86581
4357,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,34.63439,10.1007/s11671-009-9413-8,,,8.0,,T cells (all types),79.86581
4358,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,44.3355,10.1007/s11671-009-9413-8,,,8.0,,Naive T­cell,79.86581
4359,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,18.08616,10.1007/s11671-009-9413-8,,,8.0,,Memory T­cell,79.86581
4360,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,19.896479,10.1007/s11671-009-9413-8,,,4.0,,CD4+T cells,79.86581
4361,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,29.932598,10.1007/s11671-009-9413-8,,,3.0,,CD4+T cells,79.86581
4362,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,55.32121,10.1007/s11671-009-9413-8,,,20.0,,CD4+T cells,79.86581
4363,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,62.23176,10.1007/s11671-009-9413-8,,,4.0,,CD4+T cells,79.86581
4364,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,19.742489,10.1007/s11671-009-9413-8,,,4.0,,CD4+T cells,79.86581
4365,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,2.5751073,10.1007/s11671-009-9413-8,,,4.0,,CD4+T cells,79.86581
4366,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,77.25322,10.1007/s11671-009-9413-8,,,20.0,,CD4+T cells,79.86581
4367,ZnO,,,,,,,,H,Human,Blood,Lymphoblast,A,24.0,,Live/Dead,propidium iodide,50.643776,10.1007/s11671-009-9413-8,,,20.0,,CD4+T cells,79.86581
